StockID,QuantitySum,SalesSum,ChargeBack,ChargeRatio,SalesperMin,QuantityperMin,Customer
20754,1355,2668.38,1,0.000737463,22.2365,11.29166667,153
20755,280,238,0,0,119,140,43
20756,63,53.55,0,0,0.582065217,0.684782609,20
20757,164,140.18,0,0,0.105876133,0.123867069,30
16168M,305,128.1,0,0,0.103892944,0.247364152,18
20759,63,53.55,0,0,0.5578125,0.65625,16
20760,69,58.65,0,0,0.105485612,0.124100719,18
85099C,12296,22726.48,279,0.022186879,64.9328,35.13142857,301
20762,100,378.71,0,0,0.289091603,0.076335878,42
20763,70,186.21,0,0,0.878349057,0.330188679,23
20764,124,476.13,0,0,2.532606383,0.659574468,44
20765,95,367.38,0,0,0.269340176,0.069648094,45
20766,111,414.58,0,0,51.8225,13.875,40
20767,209,519.16,0,0,1.373439153,0.552910053,49
20768,123,297.45,0,0,7.43625,3.075,29
20769,59,155.27,0,0,1.600721649,0.608247423,20
20770,108,259.2,0,0,0.22617801,0.094240838,24
20771,69,178.36,0,0,3.185,1.232142857,21
20772,213,519.3,1,0.004672897,1.766326531,0.724489796,37
20773,56,92.4,0,0,1.05,0.636363636,21
20774,52,85.8,0,0,0.063839286,0.038690476,21
20775,64,105.6,0,0,0.360409556,0.218430034,19
22039,225,94.5,25,0.1,0.069948187,0.166543301,6
20777,95,156.75,0,0,0.486801242,0.295031056,32
20778,15,24.75,0,0,0.017895879,0.010845987,8
35638B,56,109.2,0,0,0.088421053,0.04534413,4
20780,37,198.35,0,0,0.179827743,0.033544878,13
20781,26,142.74,1,0.037037037,0.859879518,0.156626506,17
20782,37,203.13,0,0,1.052487047,0.191709845,10
78124,191,247.75,0,0,13.03947368,10.05263158,16
72024U,72,15.12,0,0,0.08172973,0.389189189,3
20785,14,523.3,0,0,0.431765677,0.011551155,4
85086A,45,38.25,0,0,0.144339623,0.169811321,8
20793,3,20.25,5,0.625,0.014955687,0.002215657,4
84507C,56,142.8,7,0.111111111,0.11562753,0.04534413,11
20794,72,180,9,0.111111111,2.195121951,0.87804878,13
20795,32,67.2,6,0.157894737,0.053038674,0.025256511,6
20796,61,100.65,0,0,0.090757439,0.055004509,8
20798,32,69,4,0.111111111,0.985714286,0.457142857,6
20801,816,684.16,32,0.037735849,1.632840095,1.947494033,47
20802,612,715.32,36,0.055555556,6.113846154,5.230769231,40
20803,849,357.69,68,0.074154853,0.271182714,0.643669447,26
85168B,15,133.09,0,0,0.259434698,0.029239766,5
85031B,1,4.95,0,0,0.008902878,0.001798561,1
20816,8,15.6,0,0,0.039393939,0.02020202,1
15056N,3701,19966.66,45,0.012012814,72.60603636,13.45818182,181
20819,48,183.71,0,0,0.152583056,0.03986711,14
20820,5,24.75,0,0,0.067438692,0.013623978,2
20818,12,20,0,0,0.01507159,0.009042954,2
20821,4,19.8,12,0.75,0.1584,0.032,5
20823,164,129.56,0,0,0.091626591,0.115983027,6
20826,276,128.4,0,0,0.10735786,0.230769231,7
20827,88,34.32,0,0,0.026298851,0.06743295,1
20828,985,2425.35,0,0,19.87991803,8.073770492,116
20829,1127,2287.43,120,0.096230954,71.4821875,35.21875,89
20830,74,155.4,1,0.013333333,0.545263158,0.259649123,20
20831,121,234.42,0,0,1.355028902,0.699421965,15
20832,961,474.35,1,0.001039501,4.7435,9.61,47
20835,66,54.78,0,0,0.144920635,0.174603175,7
20836,158,131.14,12,0.070588235,1.90057971,2.289855072,14
20837,141,142.47,0,0,0.117259259,0.116049383,14
20838,318,272.74,12,0.036363636,0.777037037,0.905982906,30
20839,430,393.14,0,0,3.479115044,3.805309735,41
20840,414,356.78,12,0.028169014,0.260804094,0.302631579,33
20845,19,120.65,0,0,15.08125,2.375,7
18098C,193,540.55,0,0,0.418706429,0.149496514,24
20846,603,725.63,0,0,65.96636364,54.81818182,47
20847,46,172.5,0,0,0.138888889,0.037037037,12
20848,21,61.95,0,0,0.043842887,0.014861996,7
20851,9,53.55,0,0,0.287903226,0.048387097,5
70006,2537,1581.81,0,0,790.905,1268.5,65
70007,685,595.35,0,0,0.444955157,0.511958146,41
20854,152,233,14,0.084337349,0.183898974,0.119968429,16
20856,130,214.5,10,0.071428571,1.357594937,0.82278481,26
35598D,611,401.37,1,0.001633987,0.349321149,0.531766754,23
20857,17,28.05,15,0.46875,0.138861386,0.084158416,7
85028L,10,19.5,0,0,0.015163297,0.00777605,4
20861,2,4.2,0,0,0.003113417,0.00148258,2
20866,286,356.43,120,0.295566502,1.689241706,1.355450237,32
20867,185,228.97,0,0,4.5794,3.7,21
20868,374,156.53,0,0,31.306,74.8,25
20869,133,51.87,0,0,0.836612903,2.14516129,15
90162A,6,17.7,0,0,0.031834532,0.010791367,1
18097C,381,899.55,292,0.433878158,0.652793904,0.276487663,43
20878,25,31.25,0,0,0.12966805,0.10373444,7
46000M,981,1520.55,1,0.00101833,10.63321678,6.86013986,89
82613A,67,83.75,0,0,0.066946443,0.053557154,13
20886,447,841.65,6,0.013245033,0.595647558,0.316348195,56
22062,589,598.91,6,0.010084034,14.97275,14.725,44
20892,1,12.75,0,0,0.022931655,0.001798561,1
20893,164,369.6,36,0.18,5.686153846,2.523076923,16
20894,25,73.75,0,0,0.053714494,0.018208303,9
90082A,19,120.65,0,0,1.355617978,0.213483146,6
20897,73,194.95,12,0.141176471,1.989285714,0.744897959,9
20898,19,56.05,6,0.24,0.042526555,0.014415781,4
20901,2,12.7,2,0.5,0.529166667,0.083333333,2
20902,33,190.35,0,0,0.144752852,0.025095057,6
20903,20,127,0,0,0.798742138,0.125786164,10
20906,3,8.85,0,0,0.085096154,0.028846154,2
22066,2227,1027.19,5,0.002240143,18.67618182,40.49090909,99
20910,8,50.8,0,0,0.039749609,0.006259781,2
85136B,2,15.9,0,0,0.338297872,0.042553191,2
84952A,38,146.21,0,0,0.103621545,0.026931254,6
20914,5934,16618.34,104,0.017224246,74.18901786,26.49107143,353
84247G,336,141.12,0,0,0.122076125,0.290657439,17
90160D,32,222.4,0,0,0.167218045,0.02406015,9
37489B,31,16.77,0,0,0.011885188,0.021970234,12
90123C,13,77.35,0,0,0.230208333,0.038690476,5
90161A,7,34.65,0,0,0.030854853,0.006233304,5
20931,234,732.7,14,0.056451613,0.59376013,0.189627229,32
20932,142,440.5,10,0.065789474,0.37457483,0.120748299,19
20933,22,68.1,0,0,0.051435045,0.016616314,8
20934,40,219,14,0.259259259,3.842105263,0.701754386,22
20935,6,17.7,0,0,0.126428571,0.042857143,4
20936,90,268.78,1,0.010989011,0.816960486,0.273556231,20
20941,59,73.75,2,0.032786885,1.25,1,14
37327,1371,546.81,4,0.002909091,0.471387931,1.181896552,36
37330,6,2.34,0,0,0.004208633,0.010791367,1
90026A,2,17,0,0,0.03057554,0.003597122,1
37333,14,54.3,0,0,0.041198786,0.010622155,9
84924F,10,7.9,0,0,0.021944444,0.027777778,3
20956,695,872.38,5,0.007142857,3.546260163,2.825203252,49
20957,-1,-1.45,1,inf,-0.002607914,-0.001798561,1
37340,2029,798.67,3,0.001476378,0.608742378,1.546493902,56
37343,62,89.7,0,0,2.491666667,1.722222222,8
37342,1379,1096.61,56,0.03902439,12.60471264,15.85057471,50
20961,946,1200.65,0,0,3.070716113,2.41943734,81
18094C,134,153.1,0,0,0.10858156,0.095035461,13
20963,1049,1331.82,0,0,21.83311475,17.19672131,81
20964,2,5.1,0,0,0.009172662,0.003597122,1
20966,589,698.25,0,0,9.068181818,7.649350649,28
20967,257,963.75,0,0,0.727358491,0.193962264,63
90214G,9,11.25,0,0,0.010755258,0.008604207,2
20969,1544,5585.57,289,0.15766503,51.24376147,14.16513761,154
20970,1037,3818.63,3,0.002884615,35.03330275,9.513761468,135
20971,7244,8431.82,2617,0.265388906,766.5290909,658.5454545,271
20972,6912,8373.53,24,0.003460208,5.847437151,4.826815642,302
20973,3743,2371.15,4,0.001067521,118.5575,187.15,180
20974,6156,3859.4,566,0.084201131,2.871577381,4.580357143,195
20975,5979,3827.55,120,0.019675357,17.16390135,26.81165919,219
37351,4,1.56,0,0,0.002805755,0.007194245,1
20977,1522,1878.18,75,0.046963056,32.38241379,26.24137931,111
20978,1572,1940.68,0,0,1.487111111,1.204597701,132
20979,3362,4032.26,136,0.03887936,3.135505443,2.614307932,163
20980,18,22.5,9,0.333333333,0.208333333,0.166666667,11
20981,1781,1513.85,19,0.010555556,47.3078125,55.65625,156
20982,1921,1626.61,4,0.002077922,6.32922179,7.474708171,152
20983,2593,2197.81,7,0.002692308,12.21005556,14.40555556,183
20984,3785,1162.05,24,0.006300866,0.831223176,2.707439199,135
20985,977,1110.24,16,0.01611279,0.936911392,0.824472574,64
37370,2485,2807.28,23,0.009170654,13.89742574,12.3019802,73
20986,448,528.05,0,0,33.003125,28,36
81950V,21,8.89,0,0,0.042740385,0.100961538,6
20992,4160,1787.1,0,0,1.252347582,2.915206727,155
90212C,6,22.5,0,0,0.068807339,0.018348624,2
20996,2872,613.54,0,0,0.463398792,2.16918429,115
20997,15,74.25,0,0,0.053921569,0.010893246,4
20998,119,348.25,0,0,2.505395683,0.856115108,27
35815P,162,63.28,0,0,0.05255814,0.134551495,5
21000,46,195.5,0,0,0.156902087,0.036918138,16
21001,25,148.75,0,0,0.107789855,0.018115942,12
21002,13,55.25,0,0,0.039634146,0.009325681,5
21003,13,82.55,0,0,0.058629261,0.009232955,6
21011,18,26.1,0,0,0.08392283,0.057877814,2
21012,445,903.34,3,0.006696429,6.317062937,3.111888112,56
21014,1233,455.57,0,0,0.347233232,0.939786585,64
21015,1159,351.23,4,0.003439381,2.439097222,8.048611111,52
21018,22,18.7,0,0,0.016037736,0.018867925,4
21025,100,127.25,0,0,15.90625,12.5,14
21026,143,177.37,0,0,0.147562396,0.118968386,20
21027,101,122.45,0,0,0.0872151,0.071937322,16
21028,114,143.37,0,0,0.642914798,0.511210762,15
37413,673,272.79,0,0,1.151012658,2.839662447,50
21030,121,153.67,0,0,0.126062346,0.09926169,19
21031,40,51.21,0,0,0.041566558,0.032467532,9
21032,65,84.88,0,0,0.070615641,0.054076539,13
21033,921,1932.96,1,0.001084599,7.550625,3.59765625,75
21034,1800,1710,21,0.011532125,10.42682927,10.97560976,464
21035,2001,5933.13,200,0.090867787,19.90983221,6.714765101,148
85232A,71,334.65,3,0.040540541,3.846551724,0.816091954,22
90016B,9,76.5,0,0,0.053797468,0.006329114,6
21038,75,80.85,2,0.025974026,2.608064516,2.419354839,20
84870B,20,75,0,0,0.609756098,0.162601626,9
21039,497,1251.51,12,0.023575639,1.049924497,0.416946309,57
21041,573,1690.35,3,0.005208333,21.67115385,7.346153846,100
21042,294,1750.6,6,0.02,12.87205882,2.161764706,72
21040,22,29.7,0,0,1.65,1.222222222,8
21043,443,931.85,0,0,0.67087833,0.318934485,52
90161D,23,113.85,0,0,0.843333333,0.17037037,5
37423,78,33.18,0,0,0.319038462,0.75,3
21051,95,199.5,0,0,0.140790402,0.067043049,20
21054,68,608.6,0,0,0.46996139,0.052509653,24
21055,138,1296.54,6,0.041666667,0.903512195,0.096167247,62
21056,167,1546.81,2,0.01183432,6.212088353,0.670682731,45
90027A,4,11.8,0,0,0.021223022,0.007194245,1
21058,1035,843.87,12,0.011461318,5.307358491,6.509433962,67
21059,556,472.6,12,0.021126761,0.405317324,0.476843911,66
21060,342,290.7,0,0,2.595535714,3.053571429,45
21061,398,338.3,0,0,4.902898551,5.768115942,47
21062,489,415.65,0,0,3.172900763,3.732824427,54
21063,468,398.58,0,0,1.504075472,1.766037736,63
37446,1196,1639.8,69,0.054545455,32.15294118,23.45098039,93
21065,481,831.55,0,0,0.59100924,0.341862118,27
37449,513,4648.03,46,0.082289803,4.517035957,0.498542274,109
37448,1329,1931.25,45,0.032751092,1.586894002,1.092029581,77
21068,1485,1582.05,42,0.027504912,6.431097561,6.036585366,81
21069,1167,1305.99,701,0.375267666,4.891348315,4.370786517,35
21070,1030,1052.41,0,0,3.57962585,3.503401361,51
21071,843,1019.62,6,0.007067138,509.81,421.5,72
21064,114,678.3,0,0,13.566,2.28,34
37450,630,1738.9,35,0.052631579,1.61457753,0.584958217,46
21066,675,641.37,12,0.017467249,0.466790393,0.491266376,32
21067,176,220,27,0.133004926,0.15503876,0.124031008,30
37461,1,1.25,0,0,0.002248201,0.001798561,1
84519B,413,530.99,0,0,0.404101979,0.314307458,60
21078,2494,1982.08,0,0,9.218976744,11.6,148
21080,12070,9462.72,17,0.00140647,39.75932773,50.71428571,422
37464,3,3.75,0,0,0.01394052,0.011152416,2
37467,128,60.04,0,0,0.044114622,0.094048494,11
21084,2117,448.27,24,0.011209715,3.58616,16.936,88
37468,64,24.96,0,0,0.096744186,0.248062016,11
21086,6553,3986.09,0,0,55.36236111,91.01388889,166
21087,126,62.12,0,0,0.354971429,0.72,10
21088,1540,338.58,12,0.007731959,5.837586207,26.55172414,67
21089,231,45.73,0,0,0.439711538,2.221153846,23
21090,1619,687.63,36,0.021752266,6.194864865,14.58558559,97
37475,56,522.16,0,0,1.616594427,0.173374613,26
37476,17,160.39,0,0,160.39,17,9
37471,12,10.2,0,0,0.018345324,0.021582734,1
21094,7327,5476.13,0,0,13.55477723,18.13613861,178
22103,683,512.43,482,0.413733906,0.403488189,0.537795276,13
21096,1143,479.25,0,0,0.34037642,0.811789773,63
21095,95,80.75,0,0,0.155288462,0.182692308,9
21098,2981,3423.78,36,0.011932383,10.83474684,9.433544304,104
22104,151,120.07,0,0,0.51093617,0.642553191,9
21100,43,70.95,0,0,2.95625,1.791666667,7
79151B,11,4.62,0,0,0.051333333,0.122222222,2
90125B,13,12.3,0,0,1.757142857,1.857142857,2
21106,193,530.95,0,0,4.962149533,1.803738318,30
21107,600,1606.8,0,0,15.01682243,5.607476636,48
21108,6746,10550.37,3132,0.317068232,29.14466851,18.63535912,154
21109,595,1659.45,0,0,29.63303571,10.625,38
21110,773,2281.55,2,0.002580645,1.666581446,0.564645727,62
21111,588,1038.6,0,0,8.876923077,5.025641026,35
37495,375,1348.65,49,0.115566038,1.000482196,0.278189911,74
72798C,7,11.55,0,0,0.010113835,0.006129597,3
16161P,7051,2917.42,25,0.00353307,3.061301154,7.398740818,188
21115,365,2272.11,0,0,4.960938865,0.796943231,81
21116,488,2330.9,0,0,28.08313253,5.879518072,80
21114,1332,1680.28,10,0.007451565,1.653818898,1.311023622,104
21112,1245,2551.83,0,0,10.85885106,5.29787234,37
37500,328,1911.28,2,0.006060606,16.06117647,2.756302521,50
37501,100,695,2,0.019607843,0.618327402,0.088967972,28
21121,6345,7602.93,48,0.007508212,27.95194853,23.32720588,230
21122,5102,6159.83,49,0.009512716,30.9539196,25.63819095,211
21123,922,1149.56,24,0.025369979,4.579920319,3.673306773,63
21124,3886,4693.34,49,0.012452351,17.31859779,14.33948339,177
21125,593,741.25,2,0.003361345,3.195043103,2.556034483,58
21126,476,590.44,0,0,2.228075472,1.796226415,56
37509,2,5.1,0,0,0.004063745,0.001593625,2
21128,39,268.56,0,0,4.008358209,0.582089552,11
21129,43,318.4,2,0.044444444,0.283778966,0.038324421,14
21131,63,252.75,0,0,1.41994382,0.353932584,10
21132,33,140.25,0,0,0.910714286,0.214285714,12
21135,2374,2782.3,292,0.109527382,21.2389313,18.1221374,120
21136,4394,7352.82,9,0.002044061,5.570318182,3.328787879,254
21137,9927,34021.11,15,0.001508751,23.82430672,6.951680672,135
BANK CHARGES,11,150.001,0,0,0.115119724,0.008442057,9
21143,294,573.3,2,0.006756757,13.02954545,6.681818182,27
21144,-12,-4.56,12,inf,-0.008201439,-0.021582734,1
21145,122,152.5,0,0,0.114403601,0.091522881,8
85230A,816,196.32,0,0,3.444210526,14.31578947,13
21147,88,198.48,0,0,10.44631579,4.631578947,11
21154,2893,3414.87,212,0.068276973,27.31896,23.144,169
21155,2197,5303.29,238,0.097741273,482.1172727,199.7272727,205
21156,2880,5291.46,39,0.01336074,26.32567164,14.32835821,199
21157,49,102.9,0,0,0.073342837,0.03492516,12
21158,1370,664.68,24,0.017216643,4.615833333,9.513888889,101
21159,1078,530.66,0,0,3.685138889,7.486111111,72
21161,131,189.95,0,0,3.015079365,2.079365079,25
21162,1356,673,0,0,4.232704403,8.528301887,96
21163,1175,602.61,1,0.00085034,11.37,22.16981132,87
21164,1644,4644.12,6,0.003636364,3.452877323,1.222304833,161
21165,3896,6195.44,12,0.003070624,31.29010101,19.67676768,174
21166,9242,18322.87,87,0.009325758,107.7815882,54.36470588,276
21167,991,208.11,50,0.04803074,0.191277574,0.910845588,20
90065A,8,54,0,0,0.038737446,0.005738881,3
21169,4018,6342.34,18,0.004459861,16.82318302,10.65782493,185
21171,424,566.8,0,0,3.5425,2.65,43
21172,3234,4561.82,13,0.004003696,8.656204934,6.136622391,229
90025F,1,3.75,0,0,0.006744604,0.001798561,1
21174,3627,7706.14,0,0,2568.713333,1209,215
21175,9701,21686.57,2030,0.173045776,47.04245119,21.04338395,335
21179,1773,1016.55,12,0.006722689,5.58543956,9.741758242,122
21181,11199,22387.52,87,0.007708666,447.7504,223.98,350
90189A,2,15,0,0,0.011355034,0.001514005,2
21187,330,525.3,0,0,4.072093023,2.558139535,30
21188,294,838.5,0,0,0.636191199,0.22306525,27
21189,136,224.4,0,0,2.003571429,1.214285714,24
21190,118,172.7,50,0.297619048,0.120853744,0.082575227,6
21191,360,716.64,0,0,0.564283465,0.283464567,36
21192,925,1391.85,0,0,37.61756757,25,32
21194,392,337.45,10,0.024875622,2.835714286,3.294117647,35
21195,417,607.86,0,0,2.7016,1.853333333,21
21196,77,127.05,0,0,0.100434783,0.060869565,8
21197,210,268.26,21,0.090909091,0.207470998,0.162412993,12
21198,880,852,72,0.075630252,10.51851852,10.86419753,46
21199,804,726.6,48,0.056338028,0.660545455,0.730909091,44
21200,1010,1272.9,0,0,79.55625,63.125,33
21201,1162,2639.1,1,0.000859845,1.844234801,0.812019567,43
21202,449,404.85,0,0,0.362119857,0.401610018,20
22124,31,84.1,0,0,0.385779817,0.142201835,9
21204,405,668.25,0,0,0.514038462,0.311538462,42
21205,188,479.4,20,0.096153846,0.354062038,0.138847858,43
21206,1218,1443.3,2,0.001639344,32.80227273,27.68181818,56
21207,970,1514.1,0,0,1.120725389,0.717986677,74
21208,799,500.88,41,0.048809524,0.407550854,0.65012205,47
21209,1082,644.8,19,0.017257039,2.508949416,4.210116732,47
21210,5495,7693.91,133,0.023631841,128.2318333,91.58333333,243
21211,816,1144.8,0,0,95.4,68,58
21212,33125,16086.85,284,0.008500703,87.42853261,180.0271739,629
21213,14127,6759.21,48,0.003386243,93.87791667,196.2083333,290
22125,4,23.8,0,0,0.042805755,0.007194245,1
21215,867,461.25,0,0,3.575581395,6.720930233,50
21216,1792,8129.82,15,0.008301051,56.45708333,12.44444444,149
21217,935,8814.25,9,0.009533898,400.6477273,42.5,167
21218,2018,6927.7,25,0.012236907,5.197074269,1.51387847,128
21219,321,404.88,0,0,0.313860465,0.248837209,34
21220,232,298.47,0,0,0.233727486,0.181675803,31
21221,200,260.89,0,0,0.194839432,0.149365198,23
21222,196,253.47,0,0,3.053855422,2.361445783,25
79063D,189,34.91,0,0,0.176313131,0.954545455,9
21224,721,897.45,6,0.008253095,0.903776435,0.726082578,56
72349B,637,1209.78,0,0,0.926324655,0.487748851,48
21226,9,11.25,0,0,0.008217677,0.006574142,4
21228,5,6.25,0,0,0.030637255,0.024509804,2
81950B,117,33.93,0,0,0.02723114,0.093900482,8
90123A,14,83.3,0,0,0.688429752,0.115702479,8
21231,5455,6500.85,154,0.027455874,5.315494685,4.460343418,214
21232,9522,11239.62,380,0.038376086,49.29657895,41.76315789,314
84707B,14,149.31,0,0,0.105519435,0.009893993,10
84849A,139,234.91,16,0.103225806,1.249521277,0.739361702,26
21238,3439,2754.54,35,0.010074842,2.278362283,2.844499586,157
21239,2519,2004.65,21,0.008267717,1.469684751,1.846774194,137
21240,3088,2429.54,33,0.010573534,2.298524125,2.921475875,147
18097A,5,12.75,0,0,0.086734694,0.034013605,4
21242,2910,4606.86,30,0.010204082,25.17409836,15.90163934,146
21243,2079,3271.59,8,0.003833253,2.29907941,1.460997892,102
21244,2116,3334.12,15,0.007038949,2.430116618,1.542274052,108
21245,902,1456.86,0,0,7.960983607,4.928961749,71
21246,173,839.55,2,0.011428571,1.998928571,0.411904762,33
21248,172,249.4,1,0.005780347,0.188939394,0.13030303,46
84997B,3912,14688.36,28,0.007106599,46.62971429,12.41904762,198
21249,666,1856.7,0,0,30.945,11.1,67
21250,92,257,0,0,0.614832536,0.220095694,15
21251,165,486.75,0,0,0.362975391,0.123042506,32
21253,65,191.75,0,0,0.136671418,0.046329294,14
90129E,6,17.7,0,0,0.031834532,0.010791367,1
21257,461,3519.79,12,0.025369979,11.17393651,1.463492063,97
21258,341,4042.01,51,0.130102041,13.74833333,1.159863946,59
21259,1075,6119.76,12,0.011039558,19.42780952,3.412698413,132
21260,1074,3351.6,43,0.038495971,24.28695652,7.782608696,102
21261,166,517.7,0,0,17.85172414,5.724137931,23
21262,252,701.4,5,0.019455253,0.519555556,0.186666667,40
21263,152,296.4,2,0.012987013,0.709090909,0.363636364,28
21264,233,454.35,8,0.033195021,2.019333333,1.035555556,31
21265,110,214.5,0,0,0.742214533,0.380622837,13
21268,2,0.84,0,0,0.001510791,0.003597122,1
21269,28,238,0,0,0.174103877,0.020482809,17
84997D,4769,18202.57,25,0.005214852,104.6124713,27.40804598,238
21270,13,165.75,0,0,0.403284672,0.03163017,11
21272,501,657.57,2,0.003976143,1.387278481,1.056962025,49
21275,5,92.75,5,0.5,0.237212276,0.012787724,10
21277,21,442,2,0.086956522,13.8125,0.65625,19
21278,43,109.65,0,0,0.078771552,0.030890805,7
21279,61,155.55,3,0.046875,10.37,4.066666667,11
21280,65,165.75,0,0,1.42887931,0.560344828,12
21281,35,89.25,0,0,1.22260274,0.479452055,6
90214H,9,11.25,0,0,0.007973069,0.006378455,2
21284,181,217.65,36,0.165898618,0.154690832,0.128642502,17
21285,97,252.71,24,0.198347107,0.877465278,0.336805556,13
21286,97,186.15,0,0,0.2125,0.110730594,7
21287,1773,749.43,0,0,6.691339286,15.83035714,45
21288,232,655.6,24,0.09375,4.459863946,1.578231293,33
21289,423,528.75,20,0.045146727,3.110294118,2.488235294,20
17012A,265,240.65,0,0,4.456481481,4.907407407,21
21291,920,782,0,0,3.244813278,3.817427386,32
21292,769,573.01,0,0,1.910033333,2.563333333,25
90064B,10,37.5,1,0.090909091,0.027075812,0.007220217,6
21294,1536,722.88,0,0,8.504470588,18.07058824,46
21293,100,210,0,0,0.197368421,0.093984962,13
21306,465,158.38,19,0.039256198,0.125499208,0.368462758,34
21307,79,39.2,0,0,0.031259968,0.062998405,11
21310,1,29.95,0,0,0.053866906,0.001798561,1
21311,449,157.36,27,0.056722689,0.134037479,0.382453152,39
21313,2758,2040.94,31,0.011115095,9.812211538,13.25961538,94
21314,3341,6767.41,125,0.036064628,17.57768831,8.677922078,211
21316,149,156.59,0,0,0.124972067,0.118914605,9
21317,83,445.85,1,0.011904762,2.821835443,0.525316456,19
85170B,178,193.8,1,0.005586592,1.457142857,1.338345865,14
21319,146,127.86,1,0.006802721,3.760588235,4.294117647,12
21318,663,355.59,17,0.025,0.253449751,0.472558803,38
21320,179,294.96,7,0.037634409,0.24019544,0.145765472,10
21324,69,203.55,0,0,7.269642857,2.464285714,20
21326,9455,5700.55,21,0.002216125,17.43287462,28.91437309,166
21327,519,856.35,0,0,3.281034483,1.988505747,98
21328,748,1240.76,0,0,3.299893617,1.989361702,133
21329,568,943.76,0,0,3.615938697,2.176245211,116
90162D,10,29.5,0,0,0.093949045,0.031847134,3
21331,11,140.25,0,0,3.50625,0.275,7
21332,14,143.3,0,0,0.101057828,0.009873061,8
21333,55,162.25,0,0,0.116391679,0.039454806,15
90198A,34,144.5,0,0,0.114048934,0.026835043,8
21336,8,23.6,0,0,0.018626677,0.006314128,3
90210A,26,35.9,0,0,0.025479063,0.018452803,3
21340,890,9735.71,24,0.026258206,38.03011719,3.4765625,174
21344,8,79.6,3,0.272727273,0.598496241,0.060150376,3
22340,944,398.4,0,0,1.260759494,2.987341772,51
21348,139,355.65,0,0,27.35769231,10.69230769,5
21349,8,54,4,0.333333333,0.040693293,0.006028636,7
21351,90,580.3,7,0.072164948,0.41509299,0.064377682,27
21352,302,1057.9,9,0.028938907,16.27538462,4.646153846,36
21354,729,863.25,0,0,53.953125,45.5625,55
21355,773,956.65,0,0,2.748994253,2.221264368,92
21356,299,359,0,0,1.609865471,1.340807175,37
21357,19,23.75,0,0,0.018759874,0.015007899,9
21358,327,408.75,0,0,9.732142857,7.785714286,53
85036C,549,819.27,193,0.260107817,0.621129644,0.416224412,66
21360,37,194.15,0,0,0.559510086,0.106628242,14
21361,87,1076.85,4,0.043956044,5.227427184,0.422330097,43
84247E,72,212.4,11,0.13253012,0.17510305,0.059356966,23
21363,195,965.25,14,0.066985646,45.96428571,9.285714286,68
21364,24,162,1,0.04,0.716814159,0.10619469,19
21365,296,321,0,0,0.246733282,0.227517294,32
21366,21,89.25,0,0,0.064162473,0.015097052,8
21367,150,145.55,0,0,0.10264457,0.105782793,28
82011A,16,60,0,0,0.138248848,0.036866359,8
47590A,1922,9970.92,24,0.012332991,30.96559006,5.968944099,227
21370,8,65.84,0,0,0.324334975,0.039408867,4
21368,149,120.15,0,0,2.355882353,2.921568627,24
21372,67,75.73,0,0,1.03739726,0.917808219,18
21371,237,246.15,0,0,1.212561576,1.167487685,24
21374,258,355,0,0,0.301614274,0.219201359,36
21375,19,103.55,0,0,1.643650794,0.301587302,8
21376,27,147.15,0,0,2.335714286,0.428571429,12
21377,69,113.85,0,0,0.08464684,0.051301115,15
21378,99,163.35,0,0,2.207432432,1.337837838,19
21379,123,153.75,0,0,9.609375,7.6875,20
21380,2086,5889.5,1,0.000479157,4.59399376,1.627145086,137
21381,1671,2685.75,25,0.014740566,13.70280612,8.525510204,86
21382,1034,1156.1,8,0.007677543,0.869902182,0.778028593,63
21383,757,492.05,2,0.002635046,3.094654088,4.761006289,73
84206C,8,1.52,0,0,0.001068166,0.005621926,2
21385,3520,2920.24,2,0.000567859,46.35301587,55.87301587,151
21386,637,243.13,0,0,1.438639053,3.769230769,40
PADS,4,0.003,0,0,9.06E-06,0.012084592,4
21389,1003,852.55,1,0.000996016,0.782874197,0.921028466,80
21390,3734,4485.38,3,0.000802783,21.87990244,18.21463415,116
21391,972,849.15,3,0.003076923,0.737109375,0.84375,69
21392,32,38.13,0,0,0.195538462,0.164102564,5
21393,29,38.67,0,0,0.031261116,0.023443816,7
84968A,136,1647.6,10,0.068493151,10.76862745,0.888888889,31
21394,3800,1530.04,22,0.005756149,170.0044444,422.2222222,88
21395,2802,1092.78,10,0.003556188,3.491309904,8.952076677,63
21397,1016,445.26,0,0,0.970065359,2.213507625,43
21398,1499,642.75,0,0,0.447909408,1.044599303,43
21399,1936,787.53,111,0.054225696,0.68840035,1.692307692,50
84313B,76,175.8,0,0,0.161432507,0.069788797,6
21401,978,128.46,0,0,0.095226093,0.724981468,47
21400,832,109.14,0,0,0.07718529,0.588401697,41
21403,1715,258.36,0,0,1.858705036,12.3381295,57
21402,1290,155.4,0,0,0.52147651,4.32885906,54
21407,232,960.75,1,0.004291845,0.675158117,0.16303584,79
21408,122,546.78,2,0.016129032,2.862722513,0.638743455,41
84563B,73,221.35,0,0,0.164206231,0.054154303,18
21411,421,1784.37,6,0.014051522,5.524365325,1.303405573,126
21412,-6,-2.52,6,inf,-0.004532374,-0.010791367,1
21413,36,45,0,0,0.269461078,0.215568862,8
21414,1,2.1,0,0,0.003776978,0.001798561,1
21415,169,354.9,0,0,0.28783455,0.137064071,22
21416,5,18.75,0,0,0.134892086,0.035971223,4
21417,146,306.6,1,0.006802721,4.318309859,2.056338028,17
