,Customer1,Customer2,Customer3,Customer4,Customer5,Score1,Score2,Score3,Score4,Score5
17812,13199,14708,17440,14513,15107,0.19164877333596841,0.19796630036130244,0.198755269151543,0.19596737290778432,0.21566228424340173
17813,13730,14082,13420,16511,17334,0.19964023601376968,0.20597651997639665,0.19549292535824273,0.21374001142052979,0.18515030723106105
17816,12929,17620,12816,12855,15967,0.21873944771163914,0.22295989036570846,0.16797342219518818,0.21738501086399376,0.17294222886347044
17828,12989,17045,14782,17572,16665,0.2038725844786687,0.19045711239967028,0.20836133387860606,0.1934228375516739,0.2038861316913811
17837,15796,15482,13161,14738,14597,0.19043194649980036,0.1993528428558444,0.19679443894962073,0.19503094653491654,0.21838982515981792
17838,16464,13308,13722,16754,17597,0.19627304160917858,0.21248550447472964,0.20084699077425092,0.19490175731840034,0.19549270582344055
17841,15886,15035,13435,18018,14083,0.1968390089452138,0.19555695128226475,0.17794887518357463,0.2187631003382126,0.21089206425073415
17857,16511,18095,14082,13108,17334,0.21852301087341947,0.18153471201540014,0.20896186977889658,0.2006978443066335,0.19028256302565028
17858,14700,16407,16928,13382,14897,0.18072710812280265,0.21703089582596313,0.20755595767079554,0.17889854885790246,0.2157874895225362
17861,15358,15484,14032,15093,13308,0.1975102216512078,0.1900268741975637,0.21252566927342054,0.19788740159596374,0.2020498332818441
17864,17795,17601,12778,16113,13755,0.20038182542766886,0.199409455516301,0.18453446621936057,0.21503886659839172,0.2006353862382778
17865,14062,16222,12878,14639,17873,0.18998767742775338,0.22923659956115458,0.19019320435182194,0.2006608509519802,0.18992166770728985
17867,14332,14988,13976,17939,17892,0.2340965974765611,0.23332151721514985,0.2141937936478405,0.14559816160867514,0.17278993005177345
17870,17869,18122,15473,16950,14821,0.15485691306386148,0.14829353686048108,0.2722128889864195,0.14151814308460672,0.2831185180046314
17883,17969,13494,17995,13946,12971,0.16553832585254133,0.19128397782506804,0.23611387167409525,0.194245087756114,0.21281873689218125
17886,17746,12559,14314,14142,13657,0.1844603756903904,0.1785647857409916,0.21476262464539472,0.20698220542873455,0.21523000849448864
17888,16921,17144,17995,18009,17459,0.22498143683453617,0.1851914210435513,0.17935307630761593,0.23664841069949016,0.1738256551148064
17892,16027,16626,16405,15753,13780,0.20084514247190294,0.1957234162866185,0.2004903676936004,0.20150565710015786,0.2014354164477203
17917,15175,18036,16224,17118,18004,0.20832303357352752,0.2023358577293695,0.179896185610657,0.21236074051300435,0.1970841825734416
17920,13316,15118,15847,13069,13062,0.2010064616666078,0.20042387137579187,0.20003703937475845,0.19871132994741952,0.1998212976354224
17924,15093,13308,13224,16464,16754,0.1952247697865773,0.21458745562474824,0.19826066176490614,0.19508666776974276,0.19684044505402554
17928,16960,14075,13311,12643,18281,0.19305891914153522,0.21805528069417707,0.14459674924096136,0.1971760394032711,0.24711301152005527
17929,13090,14248,13131,16163,17975,0.25962946280069965,0.2034783031117232,0.18309052793909641,0.14950316924538326,0.20429853690309752
17930,15039,16927,16258,17926,15547,0.18500079511895548,0.22501692085443248,0.21982066823747703,0.1733784305107101,0.19678318527842487
17932,15985,16989,15124,13706,16038,0.1850359863509748,0.22611006085301905,0.23823194661028735,0.16979999756192263,0.18082200862379605
17934,12797,13255,12497,15129,15625,0.19759917113326161,0.19219516241365428,0.1990353523728839,0.2229661664883305,0.18820414759186962
17937,12797,15129,14248,13255,17934,0.20193157818546195,0.20617179863491109,0.20803078794595062,0.2181273976588576,0.16573843757481865
17940,17306,13726,13262,18116,15028,0.21977622666884136,0.19404279121034565,0.19365660666172071,0.19350907705245302,0.19901529840663923
17949,16432,16401,13135,18118,17186,0.20424682816656506,0.19567683781935272,0.20718724153231383,0.1857018509494546,0.20718724153231383
17951,16191,13922,16770,15350,14813,0.19617551394291277,0.19138859595050003,0.1863278264356263,0.2554957545310459,0.17061230913991504
17961,16656,17979,14716,18016,17994,0.19126983744398446,0.23211843725531422,0.19410901754170315,0.18622420606708037,0.1962785016919177
17964,15889,16395,16657,16880,16113,0.24292440200953092,0.18738199301151043,0.16673598014268193,0.19135285274420544,0.21160477209207115
17965,15494,18016,18079,17898,16685,0.19962013731176154,0.19103227226689495,0.21093216540374118,0.1891287977648281,0.20928662725277422
17966,13294,14387,15236,13859,13420,0.18848686274047355,0.1748809650437321,0.205760224140192,0.2164926069785431,0.21437934109705933
17974,13321,14233,18144,13525,12808,0.16023195277674654,0.1661215412754833,0.18204284862885012,0.17111029226807487,0.32049336505084525
17975,17929,14440,15221,15044,17655,0.20617878733315947,0.16883300441172086,0.29221910796582856,0.16395743119277678,0.16881166909651432
17979,17961,15453,17582,18024,15578,0.1980788698485049,0.19979990732074324,0.20749969667658846,0.19585488245201788,0.19876664370214556
17988,17874,16681,17306,16429,15695,0.19411696521597108,0.20786363765198204,0.22333766167128516,0.18097966300479798,0.1937020724559638
17999,13240,15443,15035,13924,17576,0.213660666684071,0.25512231472569175,0.20794765647139407,0.16364047363248005,0.15962888848636297
18001,12891,14208,13919,12561,13296,0.16978225552625953,0.21418753595837872,0.19108188169592968,0.17564148086897446,0.2493068459504574
18016,17265,14716,16656,17750,16729,0.17595270143155703,0.19828424232668046,0.195679326651036,0.24389124144563387,0.1861924881450925
18036,18188,17917,17118,12999,13927,0.19131103927130674,0.20313709953401696,0.20819762459334776,0.20454368127205544,0.19281055532927313
18040,12500,17491,15691,18066,12662,0.2648327521594909,0.18609846487400913,0.18626648835497403,0.15535699071122538,0.20744530390030047
18041,13216,12547,13032,17877,13502,0.21002792821290664,0.20080304678472877,0.18943585442990016,0.20006891263066837,0.199664257941796
18043,14101,13218,17897,14662,15433,0.22388928851166787,0.19292072125639378,0.20885957817787004,0.18588056979296252,0.18844984226110562
18044,15263,15083,16700,16402,15612,0.19648666671488071,0.20991768030559224,0.19395581700379946,0.1972997418158875,0.20234009415984
18055,17742,18144,14035,13525,14233,0.19619049034772873,0.21042530298631512,0.1998797131810608,0.19799088999538994,0.1955136034895055
18059,12515,13728,12641,15119,12901,0.15318670592135064,0.19094868510897414,0.2190184770054254,0.20570595905707137,0.23114017290717856
18061,14633,13590,16610,12831,15717,0.17700515368315908,0.242615184135009,0.17007979551323313,0.24199178400570037,0.16830808266289848
18069,14246,14963,12867,12364,14301,0.19489052352830724,0.20675244148524655,0.21710939174163227,0.19241995708163254,0.18882768616318152
18075,14548,15708,17176,13458,14525,0.19131648631221487,0.18876447149692757,0.2050687641407058,0.20135226034413084,0.21349801770602098
18077,13052,13848,17436,15117,12815,0.21182726888306838,0.18907497817512156,0.20450590856986275,0.18293040136054148,0.21166144301140596
18079,18016,17965,14056,17750,16700,0.20937797709739395,0.1999758419561495,0.1927189509987127,0.2052247248250568,0.19270250512268702
18080,12873,13893,13748,16698,18280,0.18769725249938415,0.17587326100585424,0.1670694485686691,0.2985746293062212,0.17078540861987143
18081,12879,13059,15206,14803,13669,0.20726675706036427,0.1839617888698196,0.2240021362974831,0.20060660122831916,0.18416271654401378
18084,14205,0,0,0,0,1.0,0.0,0.0,0.0,0.0
18092,16825,17707,14000,13856,17043,0.18262758424578465,0.2604695420292397,0.18483274076950776,0.18927215676958153,0.18279797618588647
18096,13558,16360,16169,15787,16718,0.23914743451111187,0.19230269680947829,0.18771565025337125,0.18714945578328804,0.19368476264275059
18101,12989,14782,16665,17045,17572,0.2038725844786687,0.2083613338786061,0.20388613169138112,0.1904571123996703,0.1934228375516739
18102,14691,14970,15944,17018,16792,0.20607954844092094,0.24490873240762445,0.18597118585198763,0.17551738788566412,0.18752314541380283
18109,15412,14898,14064,16255,13784,0.20317998323113523,0.20412583141248747,0.19958002603670788,0.18966480945401643,0.2034493498656529
18112,13048,17879,13827,13865,16456,0.10979853139041278,0.10871569796179234,0.5092240431803422,0.10660099354256265,0.16566073392489003
18118,16401,13135,14961,17186,16432,0.1996680382313102,0.20745722556961504,0.18090453005473214,0.20745722556961504,0.20451298057472764
18122,17682,15216,13575,16008,17226,0.18688372269856746,0.19880563162586712,0.20826278634420234,0.22694591428953162,0.17910194504183158
18125,16464,17499,16383,16869,17017,0.20124979158576825,0.20247913823121758,0.1961237774250473,0.19891365900885985,0.20123363374910702
18127,16985,12871,17616,14548,13831,0.19736078869799178,0.19067092418709256,0.21086948075023235,0.20004835445632976,0.20105045190835355
18135,16836,17388,18048,17347,16976,0.20127062725001615,0.20398548152640447,0.19150903792953677,0.20404690498100297,0.19918794831303968
18144,14233,13321,16387,13525,15046,0.20762306601810776,0.2002621036028549,0.19540755544353597,0.21385813805470225,0.18284913688079898
18145,13027,12433,16809,16592,16053,0.19441521635394518,0.21123574216298405,0.20609777631902815,0.19252555315687786,0.19572571200716474
18147,17744,13741,14346,16351,15030,0.17825199010711543,0.16626802277858097,0.19698046942968195,0.2304847346154052,0.2280147830692165
18149,14233,14035,18144,13525,13321,0.19890965482821565,0.19085724361095915,0.21349243153190917,0.2048830567744132,0.19185761325450282
18150,13483,16966,15346,18142,14331,0.1929715871662123,0.21079299422179895,0.2202976308509325,0.19110631040588177,0.18483147735517444
18156,13130,18041,16878,14608,12535,0.20084051194302882,0.17945485496407088,0.21741623181466863,0.1964199753929425,0.20586842588528914
18158,13577,16201,16458,13686,15232,0.1977703012918377,0.19932917458503885,0.1944155605351972,0.2123726546180758,0.19611230896985046
18160,14687,14682,18074,17512,13720,0.19772981211741328,0.21115195950657736,0.17920201045922027,0.2096327212184568,0.20228349669833223
18161,13525,13321,14233,17805,18144,0.19200114461214104,0.19082752353816923,0.1864033171052959,0.228866082974082,0.20190193177031174
18167,15569,14937,17173,14567,17053,0.0873497953092869,0.23024645476489342,0.21216359140757482,0.23048455911792326,0.23975559940032168
18170,14548,17616,14196,13561,13831,0.1992586450592255,0.1995352012576329,0.18363055543228862,0.20507522066024586,0.21250037759060703
18172,13831,17616,14548,12871,16985,0.2105433406192575,0.20412211832325214,0.2110049806101077,0.18456987141643855,0.18975968903094417
18177,17677,14709,16180,17669,17469,0.19514056738627641,0.19645602983562876,0.2087986233994056,0.2055971195414699,0.1940076598372193
18179,17704,16065,17664,14934,15252,0.1853549517513117,0.20538377765752394,0.1818498194222726,0.2060969882894882,0.22131446287940365
18188,16739,13666,15197,16774,16905,0.1894324295647135,0.2232899993785502,0.18818802177483565,0.20195418691766018,0.19713536236424054
18198,15361,15405,15705,14964,15938,0.19977821251159686,0.19383877530610594,0.20735107383504434,0.2060326085917584,0.19299932975549453
18205,16955,15596,15370,14100,14027,0.2004554482677723,0.1688265190788187,0.28097635940395776,0.17077031860357295,0.1789713546458784
18210,16148,15668,18113,15488,14090,0.20000385754101946,0.20000385754101946,0.20000385754101946,0.19998456983592217,0.20000385754101946
18211,17391,15705,18198,15361,14964,0.21677450671714382,0.19322952477351008,0.18855115463326994,0.20944396087975306,0.19200085299632313
18217,13027,14889,13324,12604,15280,0.2062109344631243,0.1988843524042852,0.20522429059673006,0.19199160734184176,0.1976888151940187
18219,14233,18144,16806,17742,14035,0.19886010257172593,0.20399955223656693,0.19822749531739592,0.20309898943737548,0.19581386043693574
18221,17597,15358,16464,15093,13308,0.21699424301399262,0.19235421808474817,0.19205351687447272,0.19565802658412082,0.20293999544266567
18223,14408,17230,17511,12931,13183,0.20111385237437554,0.19877448512092838,0.19881542167628857,0.19638270235046273,0.20491353847794486
18225,17581,16182,15719,15078,15469,0.21526880918380725,0.20112583254538505,0.19437533405925542,0.1912247421749623,0.19800528203658996
18226,17682,12928,17031,18177,13178,0.20963117781299925,0.21086230614738974,0.19663362733674064,0.19490374069602162,0.18796914800684866
18228,13525,14690,14233,18144,13321,0.20090000514030854,0.1977864984751864,0.19504272977264578,0.20852281163945405,0.1977479549724053
18229,17594,17139,13470,17682,12976,0.20575286387991176,0.1968140229921622,0.19529882147842803,0.2115746348703278,0.19055965677917022
18230,13186,14408,13183,14062,14738,0.18455699078558777,0.18374367394075877,0.17599690546441604,0.2172565312099622,0.2384458985992753
18236,14434,12481,17069,12523,12417,0.1652962648307896,0.17080682876601389,0.21179698816151324,0.1885712995205887,0.2635286187210947
18241,12738,15687,16053,17501,12895,0.2145116233994312,0.18401709409981507,0.21274010438532173,0.20354252929202948,0.18518864882340252
18246,17262,17850,16779,15266,17309,0.22129860043105135,0.17782801601342435,0.1532944748251944,0.3041848128138889,0.143394095916441
18252,17923,16163,14055,17723,16323,0.210448909710494,0.18491760597447893,0.18385603185799781,0.2103285427465353,0.210448909710494
18257,14709,17469,16180,17091,17669,0.19529811803431402,0.20788008544299383,0.20117987214534275,0.20222335708224465,0.19341856729510482
18259,17525,13889,13416,14608,15350,0.1901886597671208,0.18521015395111043,0.17469399541751618,0.22088128044909178,0.22902591041516085
18261,15747,16455,16126,15058,13177,0.23590424399961527,0.17828391053146533,0.17606728279630154,0.1784830294022415,0.23126153327037638
18263,15811,14414,17376,17972,17674,0.18728061717906605,0.20434231415579088,0.22442371713789908,0.18267151756684105,0.20128183396040283
18270,17080,17739,17060,14428,16980,0.21135541651520387,0.19740158082841375,0.1995760233805469,0.19950272127644744,0.192164257999388
18272,13266,17719,17470,16762,16766,0.22343267031971176,0.19405883731281226,0.20687615406481977,0.19090471609760487,0.18472762220505146
18277,17621,17820,15339,14441,15215,0.05565453805366006,0.5925313655295217,0.015770865202759478,0.1942660529688946,0.14177717824516414
18283,17735,17139,17160,15417,17594,0.20131382174959303,0.20616033000745168,0.22022269922691637,0.18405648620219192,0.18824666281384697
18287,12355,15252,13295,13005,16593,0.1464136686085738,0.16010601193339224,0.2952759332374802,0.14451461704403867,0.2536897691765151
12347,14257,14326,12355,17242,12674,0.22681303341433756,0.23582301640062642,0.2137101927471479,0.16431458843811195,0.15933916899977624
12352,13777,12668,17110,12779,13799,0.16570344433123033,0.22816867705721722,0.18346886014110858,0.21254393049027892,0.21011508798016498
12356,18217,14889,13826,13027,16592,0.18643554357353834,0.1938859760336291,0.19905400459020808,0.20886070221921876,0.21176377358340562
12359,15658,15813,16156,15124,14057,0.18788646860256009,0.21572091441968655,0.19745840009237148,0.19156854219752617,0.20736567468785566
12360,12637,14082,16511,17083,12645,0.1996877587806054,0.1930346242055093,0.2016751961463559,0.19929601427244267,0.20630640659508676
12362,12656,12593,12361,12637,14646,0.2212839775202959,0.19528277272068353,0.20255814551330323,0.1892727522360455,0.19160235200967185
12364,14895,16205,15254,16938,14301,0.1894786491326915,0.21487733938202738,0.19800445369635128,0.18982835143331417,0.20781120635561565
12370,13316,15847,17954,13062,15118,0.18677304781088433,0.18739539241608186,0.2519609957062531,0.18665384879990451,0.1872167152668761
12371,17045,14371,14782,12989,16665,0.19223152684909872,0.20271530591582929,0.20461870212245,0.20021058061895058,0.20022388449367143
12375,13534,15316,13242,17581,16201,0.1966633067166338,0.2012031852316392,0.2078017561616066,0.1923188926216174,0.20201285926850301
12380,15769,13534,17068,14680,16748,0.20486621513519937,0.19418317196889773,0.20011253151816963,0.21593080096631542,0.18490728041141768
12381,14082,15090,13816,17334,16511,0.21652432655888149,0.19941205922105323,0.18433498667689555,0.18122768060991046,0.21850094693325928
12384,13520,12408,12394,12755,17931,0.16361852147038483,0.14288389815614597,0.15660453031105895,0.20678003639139098,0.3301130136710193
12388,12952,16610,17733,13772,13427,0.20623022654965398,0.17964557808237006,0.20599911544716204,0.20856508005948743,0.19955999986132653
12395,16745,13819,16992,17051,12465,0.2470037500959618,0.17764093376575862,0.1759914373985805,0.18959770160535896,0.20976617713433998
12397,12684,12415,12383,14082,15095,0.19336595579769553,0.19676678714517035,0.21740975623444217,0.1997689477559779,0.19268855306671415
12406,17353,12793,18218,15222,15382,0.18943273148160752,0.22932126712835116,0.2066669219837602,0.18765758969147983,0.1869214897148014
12407,14570,14041,15912,15894,16122,0.1959595193186544,0.20899138365396866,0.2046768591866165,0.22321643707805233,0.1671558007627079
12408,12402,12361,14077,12372,14646,0.18727983697404238,0.1866790771455128,0.20327247968387893,0.19598863239679723,0.22677997379976866
12415,16511,12694,14082,12567,17288,0.21138634658253694,0.19316777928791679,0.2110482799198273,0.19190423189646164,0.19249336231325723
12417,16653,18236,13047,12708,12523,0.22110962660183475,0.24815483736859456,0.17628120523478774,0.17886913505081548,0.17558519574396747
12421,12566,13892,13952,13122,13557,0.1988839766817712,0.1919090321769237,0.18681924104015263,0.22879709515910276,0.19359065494204974
12427,16106,16171,15058,15063,14193,0.18482424532577288,0.2399496050913189,0.18316562540614695,0.17987439595582416,0.2121861282209371
12428,13266,17470,12597,15241,18272,0.196910061458357,0.1832603914942792,0.25105006076376807,0.1987527764484033,0.17002670983519244
12429,13341,12735,15074,15228,13814,0.17949045467962485,0.18499750200363027,0.2261295764899084,0.19121032800369586,0.21817213882314074
12431,12691,12488,14262,18269,12681,0.25311636999625503,0.17770036239174497,0.17966963810699432,0.21997986338828046,0.1695337661167253
12432,17734,12609,17248,16038,12756,0.22478990936823035,0.15547269291696592,0.19184498092204214,0.1787649819276746,0.249127434865087
12433,16053,16592,16401,18145,14961,0.21560991947081506,0.2073992511691448,0.17930631071869854,0.19560172959150626,0.20208278904983532
12437,12683,12599,15738,13690,17519,0.16470547555594967,0.24291531400842886,0.20753425353135058,0.15289728253549695,0.23194767436877378
12438,14775,16205,14533,14997,12364,0.17954262831484244,0.23445448292686258,0.19712962691147795,0.20572064259957182,0.18315261924724532
12444,16011,16928,17567,16814,16407,0.1942954913240097,0.20248748351819743,0.18940614242203818,0.22985783924655115,0.18395304348920352
12449,12732,15440,13417,12361,12408,0.19322919355146856,0.19570403926457422,0.20517978411382498,0.2093298070660857,0.1965571760040465
12451,12409,12490,14646,12474,13520,0.18150872476190524,0.1815892120033123,0.22986706823170813,0.20156945716228097,0.2054655378407932
12456,13743,17404,18062,15429,15004,0.207080384120175,0.1906481011771479,0.19292659235799867,0.21086708795102152,0.19847783439365696
12457,14566,14477,13242,12884,15144,0.19124319474957602,0.22082861993870348,0.19751512222416256,0.20592374988991383,0.18448931319764406
12462,18168,16258,15547,16404,16927,0.18504756212977494,0.20993186757575535,0.20245589130299796,0.18728298493117493,0.21528169406029696
12463,12593,12361,14646,12653,12562,0.22907877321993977,0.18663270924477418,0.2088929088814928,0.1909117001302833,0.18448390852351013
12464,17708,16672,12483,12435,14047,0.19756676625285602,0.2675088726788036,0.1705842538238464,0.18176171429820626,0.1825783929462878
12465,16869,14130,14162,13476,12379,0.18953417516415635,0.20105674685112654,0.20346250231640198,0.19423285802342552,0.21171371764488958
12471,13357,13355,17704,16065,15683,0.1969351454717745,0.1828647381652249,0.19702987742879868,0.2063001466051725,0.21687009232902935
12472,12415,12708,12474,14646,12705,0.183739568363933,0.20871157655885547,0.23740187391640732,0.18162126478845442,0.18852571637234983
12473,17597,17499,13971,14852,12853,0.19581923960207115,0.20573039988488281,0.20335733627578875,0.19372283136136653,0.2013701928758906
12474,14646,12472,12637,12645,13520,0.19287239796582886,0.20080104339903168,0.1897012858318558,0.19330524290806314,0.22332002989522057
12476,18144,14233,12582,13525,12817,0.20190763689242436,0.18649487123926262,0.19814051959049064,0.19209544818349678,0.2213615240943256
12477,18040,15373,14567,14937,17796,0.2042714244482159,0.1930618454208603,0.20076242380539028,0.19727670747884987,0.2046275988466838
12480,12929,17620,14437,12855,12708,0.22372108331708984,0.22626990988489998,0.14788854282707525,0.22061226679760246,0.18150819717333253
12481,15125,12708,13520,12560,13043,0.21504516038572813,0.197230563341709,0.19705424670500846,0.18588920243165025,0.2047808271359041
12483,12464,12691,12705,12681,12431,0.1719290489243135,0.23196685248447868,0.16194309800399595,0.20849218980644202,0.22566881078076992
12484,17582,17400,13157,13115,13778,0.19538766654673143,0.198459840262852,0.220542666448523,0.19010986356353277,0.19549996317836077
12488,15220,15139,12431,12691,18269,0.23081701843752347,0.19887252957085275,0.22965997800341223,0.18305577245828644,0.15759470152992514
12490,17677,12682,12681,14646,12380,0.19458447144896054,0.21404119207323,0.1945752866475657,0.20113347601281803,0.19566557381742575
12494,18229,17594,17353,17139,12793,0.1886825107964901,0.19103013558432919,0.18753848237406878,0.19428131924953393,0.23846755199557795
12500,17374,17245,15691,18066,17491,0.1911678977012605,0.14755487676830084,0.2347583714100245,0.1958020170382176,0.23071683708219665
12517,14646,13520,15807,12380,12447,0.22082866372740328,0.2075209211376726,0.2031343046081399,0.18463981754858744,0.18387629297819683
12518,14646,12526,12397,14808,12377,0.19759571335074283,0.21175448866007693,0.19844598260155313,0.19237926383848566,0.19982455154914155
12523,16418,13168,17531,12750,13487,0.18279296553607718,0.1917989377652047,0.25816515613560537,0.16906517948907132,0.19817776107404145
12524,15975,12627,12647,13081,12451,0.31277592608775784,0.19747890398409526,0.16202638771725925,0.15419699876249623,0.17352178344839148
12526,14023,12729,13950,12518,16295,0.1773995642017821,0.2706109997012212,0.20891149047290183,0.1833549844231663,0.1597229612009286
12528,12794,12779,13557,12569,12668,0.2172588964450025,0.1869681394680129,0.20173270590797435,0.1880618200500699,0.20597843812894037
12536,17444,15494,16340,16685,15358,0.19303442354101477,0.20709282768646248,0.1835497536294232,0.22989174933387194,0.18643124580922754
12539,13930,14256,12363,12571,17147,0.1855099430033781,0.2104521908838661,0.18482024510304312,0.20621508672564276,0.21300253428406993
12540,13525,15093,18144,15640,16160,0.190664056767039,0.2110116646517763,0.19864813889635333,0.20581741708806603,0.19385872259676545
12541,13814,14961,15785,17628,17446,0.20923755132715505,0.18815535819651696,0.19458554379720452,0.2113642705739587,0.1966572761051648
12546,12420,17656,17154,16076,17422,0.27702180437389684,0.1555956701822551,0.2674837998827159,0.1688550642700864,0.13104366129104583
12553,15358,15093,13308,13743,13722,0.19536466162328162,0.19516455041857653,0.2122284744963844,0.20195832883310286,0.19528398462865454
12556,17786,16721,18074,17115,13617,0.19701598749022173,0.20910281487649798,0.19694128402684866,0.20730075547799168,0.18963915812844007
12557,17862,15970,12664,16281,17179,0.21143229103409206,0.2303964461288219,0.2672162886501022,0.12741277678564833,0.1635421974013355
12562,12724,18283,14646,12682,17735,0.2038988079785972,0.19670289756844886,0.19786839769329428,0.20816988749314974,0.19336000926650987
12567,12637,12415,16761,12645,12362,0.22881761127783207,0.20428580529442056,0.1836657280084711,0.18689119459170822,0.19633966082756796
12569,13249,12665,18220,12668,13003,0.1913104286624971,0.21284839074043604,0.19944985478831828,0.20980527087855005,0.1865860549301985
12571,13930,13833,12642,17204,17147,0.17298018766549558,0.2144934974342689,0.2203278053666605,0.21156260431389304,0.18063590521968195
12576,13848,15117,16308,12815,13841,0.19937689479332135,0.191476087101078,0.19399681881321518,0.2211533804791702,0.19399681881321518
12577,17320,17347,17181,13780,15012,0.19741715000906646,0.18285947735160096,0.24533173301295783,0.1829909266887649,0.19140071293760985
12578,14107,17094,12756,15303,12707,0.18817964110110738,0.20280383532880336,0.20716570714387877,0.22111792013366335,0.18073289629254724
12583,15128,16511,13430,13656,14913,0.1744309781907982,0.16619217267243208,0.21151902769571024,0.22417967360880126,0.22367814783225834
12584,13397,13519,14411,15397,13038,0.17753861798696668,0.18243632978813365,0.19969232248290253,0.19624780867026764,0.24408492107172955
12586,0,0,0,0,0,,,,,
12589,12619,12394,16551,17844,12507,0.18102974305222805,0.20060467778531052,0.17426770620272292,0.22623906716213948,0.21785880579759898
12594,12373,12592,16628,12562,17068,0.27484036285238594,0.1978034371824376,0.17693411200914858,0.16841632941574972,0.1820057585402782
12596,16072,16829,15483,17086,17970,0.22489065582631892,0.18580419599876286,0.20000907920230032,0.2068115166682354,0.18248455230438246
12597,12582,15241,13266,14013,13725,0.2327968281796199,0.2058624908437255,0.1791482173449855,0.20187707708928881,0.18031538654238022
12598,13686,12514,15232,13461,15005,0.20285937706602733,0.18713660561934323,0.18840986996399847,0.24233967415781688,0.17925447319281418
12599,13835,17519,12571,15738,12437,0.15959221860140266,0.2484268144853003,0.13956188317396057,0.22377121739554307,0.2286478663437934
12600,14155,15854,14145,14292,13551,0.187126954115141,0.17770052155290128,0.19153192625565696,0.23754545330019136,0.20609514477610943
12607,12399,16761,12415,12363,13814,0.2210704120956863,0.19948420516328003,0.1921883834538274,0.18923138218902041,0.1980256170981859
12610,17966,17716,16425,18145,12740,0.18951336886099396,0.20226548631268515,0.19626891273260258,0.18124505173018393,0.2307071803635343
12612,14676,14549,15860,16422,17464,0.19316089424988503,0.19717064172225807,0.191304382802245,0.2019548150021137,0.21640926622349826
12613,12681,12451,12464,16672,13520,0.21072115196655142,0.17785371465922428,0.20047398788331028,0.18525663003202344,0.22569451545889052
12615,16754,16723,15093,15358,13308,0.20342159452401506,0.19671161594779013,0.19415731214401385,0.19665074177910194,0.20905873560507907
12619,14948,17844,12507,12589,12697,0.20756955556283513,0.19904206620434076,0.22069598080223696,0.1921940353386157,0.18049836209197145
12620,13583,15241,17719,13266,12582,0.19032557310804404,0.2182117499303861,0.18496858352954837,0.20937898728389917,0.19711510614812225
12621,16881,13082,13414,12864,13026,0.2077761711880686,0.1997363953565471,0.21065234485154818,0.19122845858160767,0.19060663002222825
12626,12408,12447,14646,12567,12415,0.19304218383018887,0.20122466460058894,0.21308434948847632,0.1982985963577962,0.1943502057229497
12627,16948,13621,16488,16669,13092,0.21491253571836277,0.19994858238574098,0.19392676616063806,0.1928793989423058,0.19833271679295228
12628,16734,12571,15579,17147,13833,0.21598065851961795,0.23203992702480744,0.1720669652165821,0.2009505645187451,0.17896188472024738
12640,13572,14818,16012,15658,14224,0.21436346539632217,0.20277538560490607,0.22757094475736508,0.17156515494648883,0.18372504929491784
12642,16292,13833,12571,17204,13930,0.18494014523484695,0.19679122558386425,0.22326259014935104,0.2010344429303582,0.19397159610157957
12645,14082,16379,12468,16511,13520,0.20749445717633394,0.19291733537509953,0.19828001739559314,0.21006905842806606,0.1912391316249072
12647,14339,12682,18040,14646,15918,0.1942086384287706,0.14826173700851086,0.15504878459492608,0.19166530452135042,0.310815535446442
12654,12451,12681,12474,14646,13520,0.18080097568103384,0.1883941123536866,0.20201688110105986,0.19468815513742777,0.23409987572679183
12656,12840,13345,12361,12593,12362,0.18487476764569347,0.1755288320264314,0.21520651355611004,0.22477758119866625,0.19961230557309878
12657,12736,17893,13690,13338,13284,0.2340709082504256,0.19270455501715672,0.1897614675329513,0.19359831279600567,0.18986475640346062
12662,12474,12645,12373,13520,14646,0.22150119978503394,0.18949858517297788,0.20813238166230935,0.18933911183317054,0.19152872154650835
12664,15970,12557,17862,16281,17179,0.18660903356794267,0.2757720494513477,0.24657815923437038,0.11739786633627972,0.1736428914100597
12668,12665,13003,12569,12679,18220,0.21260237472113466,0.21286773309050772,0.18258203276811516,0.21370739381955953,0.17824046560068296
12670,16869,16495,14130,12379,14162,0.1942008181883785,0.18673637128630602,0.19635801069867867,0.22003826786734948,0.20266653195928735
12674,14082,15090,16761,16511,12347,0.1848150578628516,0.20322001789667973,0.2278515936325072,0.18431323108103842,0.19980009952692313
12676,12683,12541,13833,17152,17147,0.21521778870120864,0.21146741183959963,0.21838494623882962,0.178659128767118,0.1762707244532442
12678,15611,14057,12682,15669,12814,0.20645482238352625,0.15160798903213746,0.23978834792707393,0.18801702728718983,0.21413181337007242
12679,12665,13249,13003,12668,18220,0.22065342291282164,0.20135664951226556,0.24002511660720924,0.16772669202973017,0.17023811893797328
12681,12490,12691,12705,12431,12483,0.18658985196767258,0.22073097434645614,0.17123537603710995,0.22231462867197171,0.19912916897678948
12682,15611,12678,15669,12814,12562,0.23196456570874005,0.17995533002182315,0.19439963300796712,0.23989068012281953,0.15378979113865013
12683,12599,12642,12676,12437,12490,0.18771885667807614,0.19022918836240568,0.1962761222197209,0.24640562372967909,0.1793702090101182
12684,16511,16042,14775,18142,12383,0.20005274265069006,0.20198756118385938,0.19514598764520238,0.2050909871789273,0.19772272134132088
12685,17069,12523,12562,12637,12481,0.186853886951483,0.23366533551474067,0.19426985690177612,0.1924108160959037,0.19280010453609642
